时间,仿真时间,真实压高度,仿真气压高度,真实指示空速,仿真指示空速,真实真空速,仿真真空速,真实马赫数,仿真马赫数,真实垂直速度,仿真垂直速度,真实大气静温,仿真大气静温
1.4,1.4,11.5463812377558,19.089215863425,243.776453995789,244.4900696497,259.845344365727,244.72353083039,0.763689914120091,0.719177275013417,8.24226721828635,-0.0099818682961588,288.074948521955,291.584870480201
1.5,1.5,12.3705507951305,20.7240059270888,243.748807824513,244.512674208777,259.822478584123,244.766167350798,0.763629811539656,0.719305695368253,8.24112392920616,-0.0183372873847987,288.069591419832,291.564803374467
1.6,1.6,13.1946020932889,22.0480577093474,243.71985231667,244.454905680164,259.798040679252,244.724543678897,0.763565086305649,0.719185956688362,8.2399020339626,-0.017514627401287,288.064235086394,291.564360980922
1.7,1.7,14.0185272740267,24.4451440430815,243.689588355103,244.440921536278,259.77203161588,244.73988374915,0.763495741057208,0.719235650476965,8.238601580794,-0.0244095568945388,288.058879572719,291.547125531078
1.8,1.8,14.8423184841184,21.2506535230223,243.658016867132,244.241747267289,259.7444524208,244.501399236611,0.763421778615972,0.718528811736008,8.23722262104002,0.00667197569627077,288.053524929853,291.605655424967
1.9,1.9,15.6659678756274,22.4700662439232,243.625138824533,244.347011086211,259.715304182793,244.621692982441,0.763343201985981,0.718884594804099,8.23576520913963,-0.017856233358756,288.048171208808,291.582753293692
2,2,16.4894676062159,24.0825706486192,243.590955243514,244.405465172196,259.684588052579,244.699946543622,0.763260014353564,0.719117616751117,8.23422940262896,-0.0208376762572374,288.04281846056,291.562968763725
2.1,2.1,17.3128098394542,21.3092938215397,243.555467184695,244.383219720891,259.65230524278,244.643739557083,0.763172219087218,0.718947126275624,8.23261526213901,0.00349350763645884,288.037466736044,291.554942735068
2.2,2.2,18.1359867451309,20.8562094114266,243.518675753083,244.364799757423,259.618457027866,244.619756933717,0.763079819737487,0.718875789406919,8.2309228513933,-0.00909579893934641,288.032116086157,291.516879551201
2.3,2.3,18.9589904995608,20.7425267394245,243.480582098053,244.36894644197,259.583044744106,244.622517158652,0.762982820036823,0.718883679545765,8.2291522372053,-0.0110594524509843,288.026766561753,291.494374329762
2.4,2.4,19.7818132858949,20.7634340801478,243.441187413318,244.279981483027,259.546069789517,244.533715569752,0.762881223899454,0.718622816342581,8.22730348947583,-0.0121333035320696,288.021418213642,291.510077892662
2.5,2.5,20.6044472944282,18.7197524650273,243.40049293691,244.20507916841,259.507533623806,244.433751876645,0.762775035421229,0.718325162342109,8.22537668119028,-0.000575110383450388,288.016071092586,291.505565612991
2.6,2.6,21.4268847229085,17.3966001270552,243.358499951149,244.143068565805,259.467437768315,244.355514031877,0.762664258879468,0.718092728767707,8.22337188841574,-0.0042147208781184,288.010725249301,291.520087726993
2.7,2.7,22.2491177768441,16.2003766013383,243.315209782624,244.085230267597,259.42578380596,244.283012122519,0.762548898732802,0.717877389755965,8.221289190298,-0.00472209273185038,288.005380734451,291.548309694962
2.8,2.8,23.071138669812,15.159388750457,243.27062380216,243.962491427602,259.382573381168,244.147464358815,0.762428959620998,0.717477106829769,8.21912866905841,-0.00540485720026566,288.000037598646,291.583610598715
2.9,2.9,23.8929396237644,16.6045510537858,243.224743424795,243.939565200611,259.337808199813,244.142163402905,0.762304446364789,0.717464337009387,8.21689040999066,-0.0195640049782445,287.994695892446,291.607614817539
3,3,24.7145128693368,15.1308212821249,243.17757010975,243.847234299033,259.291490029148,244.031771238792,0.76217536396569,0.717137122132786,8.21457450145738,-0.00348723383715077,287.989355666349,291.607812659437
3.1,3.1,25.535850646154,15.0389289243624,243.129105360401,243.866235552225,259.243620697733,244.049665444665,0.762041717605804,0.717189520279503,8.21218103488667,-0.0110851942981666,287.9840169708,291.596235186466
3.2,3.2,26.3569452031368,14.1302763499073,243.079350724253,243.834222669881,259.19420209537,244.006541416006,0.761903512647629,0.717061046691359,8.20971010476849,-0.00660054340244561,287.97867985618,291.61232707644
3.3,3.3,27.1777887988078,14.6096771076956,243.028307792902,243.85363293753,259.143236173019,244.031815259123,0.761760754633851,0.717136238562944,8.20716180865094,-0.0144797164370839,287.973344372808,291.596715198278
3.4,3.4,27.9983737015971,15.7822377829442,242.975978202015,243.869727928728,259.090724942728,244.06223191217,0.761613449287134,0.717227887390976,8.20453624713639,-0.0187305704441595,287.96801057094,291.57861011712
3.5,3.5,28.8186921901478,17.5754853749739,242.922363631291,243.874395744259,259.03667047755,244.08879093563,0.7614616025099,0.717309406826754,8.20183352387749,-0.0229443121625159,287.962678500764,291.566824078548
3.6,3.6,29.6387365536203,15.551117057463,242.867465804433,243.796923595506,258.981074911463,243.98655026337,0.761305220384102,0.717005071419482,8.19905374557315,-0.00189300640024238,287.957348212401,291.581701189956
3.7,3.7,30.4584990919972,15.5222414609667,242.811286489113,243.710637117685,258.923940439285,243.899844495544,0.761144309170994,0.716750257369952,8.19619702196425,-0.0128270581326745,287.952019755902,291.594847433673
3.8,3.8,31.2779721163869,15.7797051515461,242.753827496942,243.711663184604,258.865269316587,243.904011506683,0.760978875310888,0.716763002172839,8.19326346582935,-0.0146864397234316,287.946693181243,291.578001640919
3.9,3.9,32.0971479493274,17.0168696557396,242.695090683434,243.734420572961,258.805063859604,243.941878120723,0.76080892542291,0.716876669416777,8.19025319298021,-0.0205742148097942,287.941368538329,291.539635976787
4,4,32.9160189250892,17.0237676715904,242.635077947972,243.714084999492,258.743326445145,243.921609379007,0.760634466304741,0.716817130236189,8.18716632225726,-0.0141944119447859,287.936045876987,291.536576996797
4.1,4.1,33.7345773899783,18.0191356546191,242.573791233773,243.701894156205,258.680059510497,243.921549290093,0.760455504932359,0.71681889224998,8.18400297552487,-0.0200608390789263,287.930725246965,291.543571425615
