时间,仿真时间,真实压高度,仿真气压高度,真实指示空速,仿真指示空速,真实真空速,仿真真空速,真实马赫数,仿真马赫数,真实垂直速度,仿真垂直速度,真实大气静温,仿真大气静温
76.3,76.3,445.150242559103,426.507806150642,208.592062165478,206.433662492283,223.263624462726,210.903894101915,0.659409257322714,0.620897179935904,6.41318122313632,-0.142669743624992,285.256523423366,287.622586109033
76.4,76.4,445.792186739915,436.982835224946,208.800317836184,208.665985283382,223.51404786203,213.297313168417,0.660153711264046,0.627944246126144,6.42570239310149,-0.0476847824278396,285.252350786191,287.166549164098
76.5,76.5,446.435382690902,432.46090266744,209.008376510511,210.444908113134,223.764332532741,215.066617989585,0.6608977758154,0.633119816638425,6.43821662663703,0.0348240012098897,285.248170012509,286.885889510017
76.6,76.6,447.079829693719,427.350679992441,209.216229816776,207.913969961474,224.014468594049,212.42529404309,0.661641421811342,0.625361065425711,6.45072342970243,0.0335173085583634,285.243981106991,287.406604041445
76.7,76.7,447.725526980632,373.516534830135,209.423869398679,206.946131691546,224.26444617101,210.863061094874,0.66238462010248,0.620632705876726,6.46322230855052,0.318359440563407,285.239784074626,288.025754518911
76.8,76.8,448.372473734547,423.566131483364,209.631286915615,206.895694863701,224.514255394939,211.344550600782,0.663127341556608,0.622181424405918,6.47571276974696,-0.265652384618007,285.235578920725,287.74493385776
76.9,76.9,449.020669089043,245.11267265419,209.838474043002,203.711842620515,224.763886403795,206.230219837661,0.663869557059852,0.606687041862015,6.48819432018974,1.03204301347262,285.231365650921,288.22884808524
77,77,449.670112128409,407.974433509374,210.045422472589,208.559399662101,225.013329342572,212.876478133642,0.664611237517814,0.626631622203544,6.50066646712861,-0.868764879488296,285.227144271165,287.764505231533
77.1,77.1,450.320801887675,372.172246914765,210.252123912777,206.460432693977,225.262574363691,210.353913375262,0.665352353856719,0.619135500300721,6.51312871818457,0.215756039943748,285.22291478773,289.171639368627
77.2,77.2,450.972737352653,511.701127029726,210.45857008893,211.195353911032,225.511611627386,216.699406709106,0.666092877024554,0.638118750414173,6.52558058136928,-0.779138267242194,285.218677207208,288.223785508907
77.3,77.3,451.625917459976,440.3570412947,210.664752743687,208.438924856344,225.76043130209,213.101512983463,0.666832777992211,0.627379276490549,6.53802156510451,0.379131016581032,285.21443153651,287.943768213638
77.4,77.4,452.280341097144,471.21542172812,210.870663637271,210.824072543102,226.00902356483,215.876210145569,0.667572027754633,0.635597279128817,6.55045117824151,-0.183172676550882,285.210177782869,287.435535082226
77.5,77.5,452.93600710256,447.137691201381,211.076294547795,209.767272459582,226.257378601609,214.533013184176,0.668310597331947,0.631594799111714,6.56286893008046,0.122173338725602,285.205915953833,287.468389242606
77.6,77.6,453.592914265583,484.0623885083,211.281637271572,213.016826185531,226.505486607795,218.26315804333,0.669048457770612,0.642627787988544,6.57527433038977,-0.224569004975582,285.201646057274,286.701943141113
