时间,静压,总压,总温,气压高度,指示空速,真空速,马赫数,垂直速度,大气静温
419.3,73281.6672826745,99084.6525650642,298.177451907882,2650.43621071028,196.910324085289,234.02137280765,0.709231662436912,6.95106864038251,270.922164630383
419.4,73275.2496157507,99024.4685552197,298.118073879712,2651.13072843462,196.720644140467,233.785716926981,0.708523380262603,6.93928584634902,270.917650265175
419.5,73268.843303194,98964.2390269881,298.05863228039,2651.82406651896,196.530522689885,233.549516809812,0.707813426912764,6.92747584049058,270.913143567627
419.6,73262.4483675899,98903.966417383,297.999129676744,2652.51622226544,196.339966771341,233.312781780919,0.707101830613182,6.91563908904597,270.908644555275
419.7,73256.06483109,98843.6531592133,297.939568632269,2653.20719302286,196.148983443581,233.075521186198,0.706388619655215,6.90377605930988,270.904153245351
419.8,73249.692715411,98783.3016809361,297.879951706976,2653.8969761868,195.957579786054,232.837744392288,0.705673822394664,6.89188721961441,270.899669654786
419.9,73243.3320418341,98722.9144065111,297.820281457222,2654.58556919975,195.765762898678,232.599460786212,0.704957467250656,6.8799730393106,270.895193800202
420,73236.982831204,98662.4937552551,297.760560435562,2655.27296955115,195.573539901595,232.360679774998,0.704239582704515,6.86803398874989,270.890725697918
420.1,73230.6451039284,98602.0421416988,297.700791190583,2655.95917477755,195.380917934924,232.121410785311,0.703520197298638,6.85607053926554,270.886265363946
420.2,73224.3188799772,98541.5619754438,297.640976266754,2656.64418246267,195.187904158525,231.881663263081,0.702799339635361,6.84408316315406,270.881812813993
420.3,73218.0041788818,98481.0556610213,297.581118204269,2657.32799023751,194.994505751742,231.641446673131,0.702077038375831,6.83207233365654,270.877368063456
420.4,73211.7010197342,98420.5255977514,297.521219538893,2658.01059578044,194.800729913162,231.400770498799,0.701353322238865,6.82003852493994,270.872931127427
420.5,73205.409421187,98359.9741796047,297.461282801809,2658.69199681729,194.606583860363,231.159644241569,0.700628219999818,6.80798221207846,270.868502020688
420.6,73199.1294014517,98299.4037950629,297.401310519466,2659.37219112145,194.412074829664,230.918077420693,0.69990176048944,6.79590387103464,270.864080757711
420.7,73192.860978299,98238.8168269836,297.341305213431,2660.05117651393,194.217210075869,230.676079572815,0.699173972592737,6.78380397864074,270.859667352659
420.8,73186.6041690579,98178.2156524633,297.281269400238,2660.72895086349,194.021996872016,230.433660251596,0.698444885247822,6.77168301257979,270.855261819387
420.9,73180.3589906148,98117.6026427039,297.22120559124,2661.40551208669,193.826442509122,230.190829027335,0.697714527444777,6.75954145136676,270.850864171436
421,73174.1254594133,98056.9801628788,297.161116292463,2662.08085814798,193.630554295923,229.947595486594,0.696982928224494,6.74737977432971,270.846474422038
421.1,73167.9035914535,97996.3505720013,297.101004004458,2662.75498705977,193.434339558617,229.703969231816,0.696250116677535,6.73519846159081,270.842092584111
421.2,73161.6934022913,97935.7162227938,297.040871222161,2663.42789688256,193.237805640604,229.459959880949,0.695516121942973,6.72299799404744,270.837718670263
421.3,73155.4949070381,97875.0794615584,296.980720434748,2664.09958572492,193.040959902223,229.215577067064,0.69478097320724,6.71077885335318,270.833352692788
421.4,73149.3081203603,97814.4426280483,296.92055412549,2664.77005174369,192.843809720491,228.970830437975,0.694044699702968,6.69854152189875,270.828994663666
421.5,73143.1330564785,97753.8080553415,296.860374771618,2665.43929314392,192.646362488838,228.725729655862,0.693307330707838,6.68628648279308,270.824644594564
421.6,73136.9697291673,97693.1780697145,296.800184844179,2666.10730817905,192.44862561684,228.480284396882,0.692568895543409,6.6740142198441,270.820302496836
421.7,73130.8181517548,97632.5549905182,296.739986807902,2666.77409515092,192.25060652995,228.234504350795,0.691829423573968,6.66172521753976,270.815968381519
421.8,73124.678337122,97571.9411300548,296.679783121059,2667.43965240985,192.052312669236,227.988399220576,0.691088944205357,6.64941996102881,270.811642259336
421.9,73118.5502977025,97511.3387934563,296.61957623533,2668.10397835471,191.853751491101,227.741978722034,0.690347486883813,6.63709893610172,270.807324140694
422,73112.4340454819,97450.7502785634,296.55936859567,2668.76707143297,191.654930467019,227.495252583429,0.689605081094801,6.62476262917145,270.803014035686
422.1,73106.3295919981,97390.1778758074,296.499162640174,2669.42893014079,191.455857083258,227.248230545085,0.688861756361841,6.61241152725427,270.798711954085
422.2,73100.2369483398,97329.6238680915,296.438960799948,2670.08955302305,191.256538840609,227.000922359011,0.688117542245345,6.60004611795054,270.79441790535
422.3,73094.156125147,97269.0905306748,296.378765498981,2670.74893867342,191.056983254103,226.753337788509,0.687372468341441,6.58766688942547,270.790131898623
422.4,73088.0871326101,97208.5801310573,296.318579154012,2671.40708573441,190.857197852743,226.505486607795,0.686626564280798,6.57527433038976,270.785853942726
422.5,73082.0299804704,97148.0949288662,296.258404174405,2672.06399289744,190.657190179218,226.257378601609,0.685879859727461,6.56286893008046,270.781584046167
422.6,73075.9846780187,97087.6371757432,296.198242962023,2672.71965890285,190.456967789625,226.00902356483,0.685132384377662,6.55045117824151,270.777322217131
422.7,73069.9512340958,97027.2091152344,296.138097911106,2673.37408254002,190.25653825319,225.76043130209,0.684384167958655,6.5380215651045,270.77306846349
422.8,73063.929657092,96966.81298268,296.077971408143,2674.02726264734,190.055909151981,225.511611627385,0.68363524022753,6.52558058136927,270.768822792792
422.9,73057.9199549466,96906.4510051063,296.017865831758,2674.67919811232,189.855088080628,225.262574363691,0.682885630970037,6.51312871818456,270.76458521227
423,73051.9221351481,96846.1254011192,295.957783552581,2675.32988787159,189.654082646034,225.013329342572,0.682135369999405,6.50066646712861,270.760355728835
423.1,73045.9362047336,96785.8383807988,295.897726933138,2675.97933091095,189.45290046709,224.763886403795,0.681384487155161,6.48819432018974,270.756134349079
423.2,73039.9621702889,96725.5921455953,295.837698327727,2676.62752626545,189.251549174386,224.514255394939,0.680633012301941,6.47571276974695,270.751921079275
423.3,73034.000037948,96665.3888882268,295.777700082307,2677.27447301936,189.050036409924,224.26444617101,0.679880975328319,6.46322230855052,270.747715925374
423.4,73028.049813393,96605.230792578,295.717734534383,2677.92017030628,188.848369826822,224.014468594048,0.679128406145606,6.45072342970242,270.743518893009
423.5,73022.1115018543,96545.1200336006,295.65780401289,2678.56461730909,188.646557089027,223.76433253274,0.678375334686679,6.43821662663702,270.739329987491
423.6,73016.18510811,96485.0587772155,295.597910838087,2679.20781326008,188.44460587102,223.51404786203,0.677621790904784,6.42570239310148,270.735149213809
423.7,73010.2706364859,96425.0491802154,295.538057321443,2679.84975744089,188.24252385752,223.263624462726,0.676867804772353,6.4131812231363,270.730976576634
423.8,73004.3680908555,96365.0933901701,295.47824576553,2680.4904491826,188.040318743191,223.013072221117,0.676113406279816,6.40065361105586,270.726812080313
423.9,72998.4774746402,96305.1935453326,295.418478463918,2681.12988786573,187.837998232343,222.762401028576,0.67535862543441,6.3881200514288,270.722655728873
424,72992.5987908083,96245.3517745463,295.358757701068,2681.76807292025,187.635570038631,222.511620781172,0.67460349225899,6.37558103905862,270.718507526018
424.1,72986.732041876,96185.5701971546,295.299085752228,2682.40500382565,187.433041884763,222.260741379281,0.67384803679084,6.36303706896404,270.714367475133
424.2,72980.8772299067,96125.8509229115,295.239464883334,2683.04068011092,187.230421502191,222.009772727191,0.67309228908048,6.35048863635953,270.710235579279
424.3,72975.0343565114,96066.1960518932,295.179897350905,2683.67510135457,187.027716630816,221.758724732714,0.672336279190474,6.33793623663572,270.706111841195
424.4,72969.2034228481,96006.607674412,295.120385401945,2684.30826718467,186.824935018677,221.507607306797,0.671580037194243,6.32538036533986,270.7019962633
424.5,72963.3844296228,95947.0878709315,295.060931273851,2684.94017727884,186.622084421655,221.256430363125,0.670823593174865,6.31282151815625,270.697888847688
424.6,72957.5773770884,95887.6387119827,295.001537194308,2685.57083136429,186.419172603165,221.005203817733,0.670066977223888,6.30026019088667,270.693789596132
424.7,72951.7822650455,95828.262258082,294.942205381201,2686.20022921781,186.216207333843,220.753937588616,0.669310219440133,6.28769687943081,270.689698510084
424.8,72945.9990928423,95768.9605596512,294.882938042522,2686.82837066577,186.013196391249,220.502641595334,0.668553349928505,6.2751320797667,270.685615590672
424.9,72940.2278593747,95709.7356569381,294.823737376273,2687.45525558415,185.81014755955,220.251325758622,0.667796398798793,6.26256628793111,270.681540838703
425,72934.4685630861,95650.5895799392,294.764605570384,2688.08088389855,185.607068629214,220,0.667039396164483,6.25,270.677474254659
425.1,72928.721201968,95591.5243483232,294.705544802619,2688.70525558415,185.403967396696,219.748674241377,0.666282372141554,6.23743371206887,270.673415838703
425.2,72922.9857735598,95532.5419713574,294.646557240493,2689.32837066577,185.20085166413,219.497358404666,0.665525356847297,6.22486792023329,270.669365590672
